Title,Authors,Abstract,Link,Star
Wiring surface loss of a superconducting transmon qubit,"Nikita S. Smirnov, Elizaveta A. Krivko, Anastasiya A. Solovieva, Anton I. Ivanov, Ilya A. Rodionov","Quantum processors using superconducting qubits suffer from dielectric loss leading to noise and dissipation. Qubits are usually designed as large capacitor pads connected to a non-linear Josephson junction (or SQUID) by a superconducting thin metal wiring. Here, we report on finite-element simulation and experimental results confirming that more than 50% of surface loss in transmon qubits can originated from Josephson junctions wiring and can limit qubit relaxation time. Extracting dielectric loss tangents capacitor pads and wiring based on their participation ratios, we show dominant surface loss of wiring can occur for real qubits designs. Then, we simulate a qubit coupled to a bath of individual TLS defects and show that only a small fraction (~18%) of coupled defects is located within the wiring interfaces, however, their coupling strength is much higher due to stronger electromagnetic field. Finally, we fabricate six tunable floating transmon qubits and experimentally demonstrate up to 20% improvement in qubit quality factor by wiring design optimization.",https://arxiv.org/abs/2311.16794,
Manufacturing low dissipation superconducting quantum processors,"Ani Nersisyan, Stefano Poletto, Nasser Alidoust, Riccardo Manenti, Russ Renzas, Cat-Vu Bui, Kim Vu, Tyler Whyland, Yuvraj Mohan, Eyob A. Sete, Sam Stanwyck, Andrew Bestwick, Matthew Reagor","Enabling applications for solid state quantum technology will require systematically reducing noise, particularly dissipation, in these systems. Yet, when multiple decay channels are present in a system with similar weight, resolution to distinguish relatively small changes is necessary to infer improvements to noise levels. For superconducting qubits, uncontrolled variation of nominal performance makes obtaining such resolution challenging. Here, we approach this problem by investigating specific combinations of previously reported fabrication techniques on the quality of 242 thin film superconducting resonators and qubits. Our results quantify the influence of elementary processes on dissipation at key interfaces. We report that an end-to-end optimization of the manufacturing process that integrates multiple small improvements together can produce an average ${\overline{T}_{1}=76\pm13~μ}$s across 24 qubits with the best qubits having ${T_1\geq110~μ}$s. Moreover, our analysis places bounds on energy decay rates for three fabrication-related loss channels present in state-of-the-art superconducting qubits. Understanding dissipation through such systematic analysis may pave the way for lower noise solid state quantum computers.",https://arxiv.org/abs/1901.08042,
Component-Level Inverse Design of Transmon Qubits Using Neural Networks,"Olivia Seidel, Firas Abouzahr, Abhishek Chakraborty, Sadman Ahmed Shanto, Saikat Das, Daniel Baxter, Jonathan Asaadi, Nicola Pancotti, Haoyu Yang, Brucek Khailany, Sara Sussman, Enectali Figueroa-Feliciano, Eli M Levenson-Falk, Taylor L. Patti","Designing a superconducting qubit to realize specific Hamiltonian parameters typically requires iterating through a time and compute-intensive forward loop in which the designer chooses a layout geometry, simulates it, extracts circuit parameters such as capacitances, and refines the geometry. We study the inverse version of this task using a neural-network workflow that maps target Hamiltonian parameters directly to component-level layout parameters, which we subsequently demonstrate on a planar transmon layout. During training, we pair the inverse model with a frozen forward surrogate model and evaluate the loss in Hamiltonian space rather than in layout-parameter space. In validation against a conventional EM solver, 97% of generated designs produce usable geometries, and the inverse-plus-surrogate pipeline reaches mean percent errors of 0.73% for qubit frequency and 1.58% for anharmonicity, comparable to or below the fabrication and simulation-to-measurement uncertainty expected for academic-process transmon devices of this type. A single pipeline query takes ~60 ms on CPU, versus ~2 min for a conventional EM capacitance extraction on the same hardware, a speedup of approximately 2,000x. Batching minimizes the AI model inference overhead, reducing the runtime to 3.1 microseconds per sample on CPU and 2.6 microseconds per sample on GPU at a batch size of 2048, resulting in speedups of 3.9 x 10^7 and 4.6 x 10^7, respectively, relative to a single conventional CPU EM extraction. Our results indicate that component-level inverse design usefully extends and complements conventional EM simulation, including for small datasets on the order of 1,000 samples.",https://arxiv.org/abs/2607.20795,
Beating the Ramsey limit on sensing with deterministic qubit control,"M. O. Hecht, Kumar Saurav, Evangelos Vlachos, Daniel A. Lidar, Eli M. Levenson-Falk","Quantum sensors promise revolutionary advances in medical imaging, energy production, mass detection, geodesy, foundational physics research, and a host of other fields. In many sensors, the signal takes the form of a changing qubit frequency, which is detected with an interference measurement. Unfortunately, environmental noise decoheres the qubit state, reducing signal-to-noise ratio (SNR). Here we introduce a protocol for enhancing the sensitivity of a measurement of a qubit's frequency in the presence of decoherence. We use a continuous drive to stabilize one component of the qubit's Bloch vector, enhancing the effect of a small static frequency shift. We demonstrate our protocol on a superconducting qubit, enhancing SNR per measurement shot by 1.65$\times$ and SNR per qubit evolution time by 1.09$\times$ compared to standard Ramsey interferometry. We explore the protocol theoretically and numerically, finding maximum enhancements of 1.96$\times$ and 1.18$\times$, respectively. We also show that the protocol is robust to parameter miscalibrations. Our protocol provides an unconditional enhancement in signal-to-noise ratio compared to standard Ramsey interferometry. It requires no feedback and no extra control or measurement resources, and can be immediately applied in a wide variety of quantum computing and quantum sensor technologies to enhance their sensitivities.",https://arxiv.org/abs/2408.15926,
Entanglement assisted probe of the non-Markovian to Markovian transition in open quantum system dynamics,"Chandrashekhar Gaikwad, Daria Kowsari, Carson Brame, Xingrui Song, Haimeng Zhang, Martina Esposito, Arpit Ranadive, Giulio Cappelli, Nicolas Roch, Eli M. Levenson-Falk, Kater W. Murch","We utilize a superconducting qubit processor to experimentally probe non-Markovian dynamics of an entangled qubit pair. We prepare an entangled state between two qubits and monitor the evolution of entanglement over time as one of the qubits interacts with a small quantum environment consisting of an auxiliary transmon qubit coupled to its readout cavity. We observe the collapse and revival of the entanglement as a signature of quantum memory effects in the environment. We then engineer the non-Markovianity of the environment by populating its readout cavity with thermal photons to show a transition from non-Markovian to Markovian dynamics, ultimately reaching a regime where the quantum Zeno effect creates a decoherence-free subspace that effectively stabilizes the entanglement between the qubits.",https://arxiv.org/abs/2401.13735,
On-demand driven dissipation for cavity reset and cooling,"Vivek Maurya, Haimeng Zhang, Daria Kowsari, Andre Kuo, Darian M. Hartsell, Clark Miyamoto, Jocelyn Liu, Sadman Shanto, Evangelos Vlachos, Azarin Zarassi, Kater W. Murch, Eli M. Levenson-Falk","We present a superconducting circuit device that provides active, on-demand, tunable dissipation on a target mode of the electromagnetic field. Our device is based on a tunable ""dissipator"" that can be made lossy when tuned into resonance with a broadband filter mode. When driven parametrically, this dissipator induces loss on any mode coupled to it with energy detuning equal to the drive frequency. We demonstrate the use of this device to reset a superconducting qubit's readout cavity after a measurement, removing photons with a characteristic rate above $50\ μ\mathrm{s}^{-1}$. We also demonstrate that the dissipation can be driven constantly to simultaneously damp and cool the cavity, effectively eliminating thermal photon fluctuations as a relevant decoherence channel. Our results demonstrate the utility of our device as a modular tool for environmental engineering and entropy removal in circuit QED.",https://arxiv.org/abs/2310.16785,1
Modeling low- and high-frequency noise in transmon qubits with resource-efficient measurement,"Vinay Tripathi, Huo Chen, Eli Levenson-Falk, Daniel A. Lidar","Transmon qubits experience open system effects that manifest as noise at a broad range of frequencies. We present a model of these effects using the Redfield master equation with a hybrid bath consisting of low and high-frequency components. We use two-level fluctuators to simulate 1/f-like noise behavior, which is a dominant source of decoherence for superconducting qubits. By measuring quantum state fidelity under free evolution with and without dynamical decoupling (DD), we can fit the low- and high-frequency noise parameters in our model. We train and test our model using experiments on quantum devices available through IBM quantum experience. Our model accurately predicts the fidelity decay of random initial states, including the effect of DD pulse sequences. We compare our model with two simpler models and confirm the importance of including both high-frequency and 1/f noise in order to accurately predict transmon behavior.",https://arxiv.org/abs/2303.00095,
Observation of directly interacting coherent two-level systems in a solid,"Jürgen Lisenfeld, Grigorij J. Grabovskij, Clemens Müller, Jared H. Cole, Georg Weiss, Alexey V. Ustinov","Parasitic two-level tunneling systems originating from structural material defects affect the functionality of various microfabricated devices by acting as a source of noise. In particular, superconducting quantum bits may be sensitive to even single defects when these reside in the tunnel barrier of the qubit's Josephson junctions, and this can be exploited to observe and manipulate the quantum states of individual tunneling systems. Here, we detect and fully characterize a system of two strongly interacting defects using a novel technique for high-resolution spectroscopy. Mutual defect coupling has been conjectured to explain various anomalies of glasses, and was recently suggested as the origin of low frequency noise in superconducting devices. Our study provides conclusive evidence of defect interactions with full access to the individual constituents, demonstrating the potential of superconducting qubits for studying material defects. All our observations are consistent with the assumption that defects are generated by atomic tunneling.",https://arxiv.org/abs/1503.03681,
Quasiparticle dynamics in epitaxial Al-InAs planar Josephson junctions,"Bassel Heiba Elfeky, William M. Strickland, Jaewoo Lee, James T. Farmer, Sadman Shanto, Azarin Zarassi, Dylan Langone, Maxim G. Vavilov, Eli M. Levenson-Falk, Javad Shabani","Quasiparticle (QP) effects play a significant role in the coherence and fidelity of superconducting quantum circuits. The Andreev bound states of high transparency Josephson junctions can act as low-energy traps for QPs, providing a mechanism for studying the dynamics and properties of both the QPs and the junction. We study the trapping and clearing of QPs from the Andreev bound states of epitaxial Al-InAs Josephson junctions incorporated in a superconducting quantum interference device (SQUID) galvanically shorting a superconducting resonator to ground. We use a neighboring voltage-biased Josephson junction to inject QPs into the circuit. Upon the injection of QPs, we show that we can trap and clear QPs when the SQUID is flux-biased. We examine effects of the microwave loss associated with bulk QP transport in the resonator, QP-related dissipation in the junction, and QP poisoning events. By monitoring the QP trapping and clearing in time, we study the dynamics of these processes and find a time-scale of few microseconds that is consistent with electron-phonon relaxation in our system and correlated QP trapping and clearing mechanisms. Our results highlight the QP trapping and clearing dynamics as well as the associated time-scales in high transparency Josephson junctions based fabricated on Al-InAs heterostructures.",https://arxiv.org/abs/2303.04784,
Observation of Josephson Harmonics in Tunnel Junctions,"Dennis Willsch, Dennis Rieger, Patrick Winkel, Madita Willsch, Christian Dickel, Jonas Krause, Yoichi Ando, Raphaël Lescanne, Zaki Leghtas, Nicholas T. Bronn, Pratiti Deb, Olivia Lanes, Zlatko K. Minev, Benedikt Dennig, Simon Geisert, Simon Günzler, Sören Ihssen, Patrick Paluch, Thomas Reisinger, Roudy Hanna, Jin Hee Bae, Peter Schüffelgen, Detlev Grützmacher, Luiza Buimaga-Iarinca, Cristian Morari, Wolfgang Wernsdorfer, David P. DiVincenzo, Kristel Michielsen, Gianluigi Catelani, Ioan M. Pop","Approaches to developing large-scale superconducting quantum processors must cope with the numerous microscopic degrees of freedom that are ubiquitous in solid-state devices. State-of-the-art superconducting qubits employ aluminum oxide (AlO$_x$) tunnel Josephson junctions as the sources of nonlinearity necessary to perform quantum operations. Analyses of these junctions typically assume an idealized, purely sinusoidal current-phase relation. However, this relation is only expected to hold in the limit of vanishingly low-transparency channels in the AlO$_x$ barrier. Here we show that the standard current-phase relation fails to accurately describe the energy spectra of transmon artificial atoms across various samples and laboratories. Instead, a mesoscopic model of tunneling through an inhomogeneous AlO$_x$ barrier predicts percent-level contributions from higher Josephson harmonics. By including these in the transmon Hamiltonian, we obtain orders of magnitude better agreement between the computed and measured energy spectra. The presence and impact of Josephson harmonics has important implications for developing AlO$_x$-based quantum technologies including quantum computers and parametric amplifiers. As an example, we show that engineered Josephson harmonics can reduce the charge dispersion and the associated errors in transmon qubits by an order of magnitude, while preserving their anharmonicity.",https://arxiv.org/abs/2302.09192,
Quasiparticle relaxation of superconducting qubits in the presence of flux,"G. Catelani, Jens Koch, L. Frunzio, R. J. Schoelkopf, M. H. Devoret, L. I. Glazman","Quasiparticle tunneling across a Josephson junction sets a limit for the lifetime of a superconducting qubit state. We develop a general theory of the corresponding decay rate in a qubit controlled by a magnetic flux. The flux affects quasiparticles tunneling amplitudes, thus making the decay rate flux-dependent. The theory is applicable for an arbitrary quasiparticle distribution. It provides estimates for the rates in practically important quantum circuits and also offers a new way of measuring the phase-dependent admittance of a Josephson junction.",https://arxiv.org/abs/1101.1341,
Towards understanding two-level-systems in amorphous solids -- Insights from quantum circuits,"Clemens Müller, Jared H. Cole, Jürgen Lisenfeld","Amorphous solids show surprisingly universal behaviour at low temperatures. The prevailing wisdom is that this can be explained by the existence of two-state defects within the material. The so-called standard tunneling model has become the established framework to explain these results, yet it still leaves the central question essentially unanswered -- what are these two-level defects? This question has recently taken on a new urgency with the rise of superconducting circuits in quantum computing, circuit quantum electrodynamics, magnetometry, electrometry and metrology. Superconducting circuits made from aluminium or niobium are fundamentally limited by losses due to two-level defects within the amorphous oxide layers encasing them. On the other hand, these circuits also provide a novel and effective method for studying the very defects which limit their operation. We can now go beyond ensemble measurements and probe individual defects -- observing the quantum nature of their dynamics and studying their formation, their behaviour as a function of applied field, strain, temperature and other properties. This article reviews the plethora of recent experimental results in this area and discusses the various theoretical models which have been used to describe the observations. In doing so, it summarises the current approaches to solving this fundamentally important problem in solid-state physics.",https://arxiv.org/abs/1705.01108,
Granular aluminum: A superconducting material for high impedance quantum circuits,"Lukas Grünhaupt, Martin Spiecker, Daria Gusenkova, Nataliya Maleeva, Sebastian T. Skacel, Ivan Takmakov, Francesco Valenti, Patrick Winkel, Hannes Rotzinger, Alexey V. Ustinov, Ioan M. Pop","Superconducting quantum information processing machines are predominantly based on microwave circuits with relatively low characteristic impedance, of about 100 Ohm, and small anharmonicity, which can limit their coherence and logic gate fidelity. A promising alternative are circuits based on so-called superinductors, with characteristic impedances exceeding the resistance quantum $R_Q = 6.4$ k$Ω$. However, previous implementations of superinductors, consisting of mesoscopic Josephson junction arrays, can introduce unintended nonlinearity or parasitic resonant modes in the qubit vicinity, degrading its coherence. Here we present a fluxonium qubit design using a granular aluminum (grAl) superinductor strip. Granular aluminum is a particularly attractive material, as it self-assembles into an effective junction array with a remarkably high kinetic inductance, and its fabrication can be in-situ integrated with standard aluminum circuit processing. The measured qubit coherence time $T_2^R$ up to 30 $μ$s illustrates the potential of grAl for applications ranging from protected qubit designs to quantum limited amplifiers and detectors.",https://arxiv.org/abs/1809.10646,
Electric field spectroscopy of material defects in transmon qubits,"Jürgen Lisenfeld, Alexander Bilmes, Anthony Megrant, Rami Barends, Julian Kelly, Paul Klimov, Georg Weiss, John M. Martinis, Alexey V. Ustinov","Superconducting integrated circuits have demonstrated a tremendous potential to realize integrated quantum computing processors. However, the downside of the solid-state approach is that superconducting qubits suffer strongly from energy dissipation and environmental fluctuations caused by atomic-scale defects in device materials. Further progress towards upscaled quantum processors will require improvements in device fabrication techniques which need to be guided by novel analysis methods to understand and prevent mechanisms of defect formation. Here, we present a new technique to analyse individual defects in superconducting qubits by tuning them with applied electric fields. This provides a new spectroscopy method to extract the defects' energy distribution, electric dipole moments, and coherence times. Moreover, it enables one to distinguish defects residing in Josephson junction tunnel barriers from those at circuit interfaces. We find that defects at circuit interfaces are responsible for about 60% of the dielectric loss in the investigated transmon qubit sample. About 40% of all detected defects are contained in the tunnel barriers of the large-area parasitic Josephson junctions that occur collaterally in shadow evaporation, and only about 3% are identified as strongly coupled defects which presumably reside in the small-area qubit tunnel junctions. The demonstrated technique provides a valuable tool to assess the decoherence sources related to circuit interfaces and to tunnel junctions that is readily applicable to standard qubit samples.",https://arxiv.org/abs/1909.09749,
Surface participation and dielectric loss in superconducting qubits,"Chen Wang, Christopher Axline, Yvonne Y. Gao, Teresa Brecht, Luigi Frunzio, Michel H. Devoret, Robert J. Schoelkopf","We study the energy relaxation times ($T_1$) of superconducting transmon qubits in 3D cavities as a function of dielectric participation ratios of material surfaces. This surface participation ratio, representing the fraction of electric field energy stored in a dissipative surface layer, is computed by a two-step finite-element simulation and experimentally varied by qubit geometry. With a clean electromagnetic environment and suppressed non-equilibrium quasiparticle density, we find an approximately proportional relation between the transmon relaxation rates and surface participation ratios. These results suggest dielectric dissipation arising from material interfaces is the major limiting factor for the $T_1$ of transmons in 3D cQED architecture. Our analysis also supports the notion of spatial discreteness of surface dielectric dissipation.",https://arxiv.org/abs/1509.01854,
Materials loss measurements using superconducting microwave resonators,"Corey Rae Harrington McRae, Haozhi Wang, Jiansong Gao, Michael Vissers, Teresa Brecht, Andrew Dunsworth, David Pappas, Josh Mutus","The performance of superconducting circuits for quantum computing is limited by materials losses. In particular, coherence times are typically bounded by two-level system (TLS) losses at single photon powers and millikelvin temperatures. The identification of low loss fabrication techniques, materials, and thin film dielectrics is critical to achieving scalable architectures for superconducting quantum computing. Superconducting microwave resonators provide a convenient qubit proxy for assessing performance and studying TLS loss and other mechanisms relevant to superconducting circuits such as non-equilibrium quasiparticles and magnetic flux vortices. In this review article, we provide an overview of considerations for designing accurate resonator experiments to characterize loss, including applicable types of loss, cryogenic setup, device design, and methods for extracting material and interface losses, summarizing techniques that have been evolving for over two decades. Results from measurements of a wide variety of materials and processes are also summarized. Lastly, we present recommendations for the reporting of loss data from superconducting microwave resonators to facilitate materials comparisons across the field.",https://arxiv.org/abs/2006.04718,
Surface loss simulations of superconducting coplanar waveguide resonators,"J. Wenner, R. Barends, R. C. Bialczak, Yu Chen, J. Kelly, Erik Lucero, Matteo Mariantoni, A. Megrant, P. J. J. O'Malley, D. Sank, A. Vainsencher, H. Wang, T. C. White, Y. Yin, J. Zhao, A. N. Cleland, John M. Martinis","Losses in superconducting planar resonators are presently assumed to predominantly arise from surface-oxide dissipation, due to experimental losses varying with choice of materials. We model and simulate the magnitude of the loss from interface surfaces in the resonator, and investigate the dependence on power, resonator geometry, and dimensions. Surprisingly, the dominant surface loss is found to arise from the metal-substrate and substrate-air interfaces. This result will be useful in guiding device optimization, even with conventional materials.",https://arxiv.org/abs/1107.4698,
Comparison of Dielectric Loss in Titanium Nitride and Aluminum Superconducting Resonators,"Alexander Melville, Greg Calusine, Wayne Woods, Kyle Serniak, Evan Golden, Bethany M. Niedzielski, David K. Kim, Arjan Sevi, Jonilyn L. Yoder, Eric A. Dauler, William D. Oliver","Lossy dielectrics are a significant source of decoherence in superconducting quantum circuits. In this report, we model and compare the dielectric loss in bulk and interfacial dielectrics in titanium nitride (TiN) and aluminum (Al) superconducting coplanar waveguide (CPW) resonators. We fabricate isotropically trenched resonators to produce a series of device geometries that accentuate a specific dielectric region's contribution to resonator quality factor. While each dielectric region contributes significantly to loss in TiN devices, the metal-air interface dominates the loss in the Al devices. Furthermore, we evaluate the quality factor of each TiN resonator geometry with and without a post-process hydrofluoric (HF) etch, and find that it reduced losses from the substrate-air interface, thereby improving the quality factor.",https://arxiv.org/abs/2007.07338,
Universal Hamiltonian control in a planar trimon circuit,"Vivek Maurya, Daria Kowsari, Kumar Saurav, S. A. Shanto, R. Vijay, Daniel A. Lidar, Eli M. Levenson-Falk","Multimode circuits provide an avenue for flexible control of single and multi-qubit gates. In this work we implement a multimode circuit known as a trimon integrated in a planar geometry. The trimon features three transmon-like modes with strong all-to-all $ZZ$ coupling. We demonstrate high fidelity operations on the trimon, achieving flexible control of its rich state space. This includes qubit rotations conditioned on one or both other qubits, unconditional single-qubit rotations, and both excitation-conserving and double-excitation two-qubit entangling gates. Through multi-tone driving we are able to implement all 16 two-qubit Pauli operators in the two-qubit space. We further demonstrate using the trimon as a qudit with up to 8 states and higher coherence than typical transmon-based implementations. Our results show a compact, highly controllable device that can potentially replace transmons in standard superconducting processor architectures.",https://arxiv.org/abs/2603.04566,
Demonstration of High-Fidelity Entangled Logical Qubits using Transmons,"Arian Vezvaee, Vinay Tripathi, Mario Morford-Oberst, Friederike Butt, Victor Kasatkin, Daniel A. Lidar","Quantum error correction (QEC) codes are necessary to fault-tolerantly operate quantum computers. However, every such code is inherently limited by its inability to detect logical errors. Here, we propose and implement a method that leverages dynamical decoupling (DD) to drastically suppress logical errors. The key to achieving this is to use the logical operators of the QEC code as DD pulses, which we refer to as logical dynamical decoupling (LDD). The resulting hybrid QEC-LDD strategy is in principle capable of handling arbitrary weight errors. We test QEC-LDD using IBM transmon devices and the [[4,2,2]] code, demonstrating performance that significantly exceeds the capabilities of using either this code or DD in isolation. We present a method that allows for the detection of logical errors affecting logically encoded Bell states, which, in this case, arise primarily from crosstalk among physical qubits. Building on this, we experimentally demonstrate high-fidelity entangled logical qubits.",https://arxiv.org/abs/2503.14472,
Decoherence of a tunable capacitively shunted flux qubit,"R. Trappen, X. Dai, M. A. Yurtalan, D. Melanson, D. M. Tennant, A. J. Martinez, Y. Tang, J. Gibson, J. A. Grover, S. M. Disseler, J. I. Basham, R. Das, D. K. Kim, A. J. Melville, B. M. Niedzielski, C. F. Hirjibehedin, K. Serniak, S. J. Weber, J. L. Yoder, W. D. Oliver, D. A. Lidar, A. Lupascu","Quantum annealing is a method to solve optimization problems that leverages quantum tunneling in a coupled qubit system. We present a detailed study of the coherence of a tunable capacitively-shunted flux qubit, designed for coherent quantum annealing applications. We find that for high qubit frequencies, thermal noise in the bias line makes a significant contribution to the relaxation, arising from the design choice to experimentally explore both fast annealing and high-frequency control. The measured dephasing rate is primarily due to intrinsic low-frequency flux noise in the two qubit loops, with additional contribution from the low-frequency noise of control electronics used for fast annealing. Our results characterize decoherence in a realistic setup for quantum annealing and are relevant for ongoing efforts toward building superconducting quantum annealers with increased coherence.",https://arxiv.org/abs/2307.13961,
Surface code scaling on heavy-hex superconducting quantum processors,"Arian Vezvaee, Cesar Benito, Mario Morford-Oberst, Alejandro Bermudez, Daniel A. Lidar","Demonstrating subthreshold scaling of a surface-code quantum memory on hardware whose native connectivity does not match the code remains a central challenge. We address this on IBM heavy-hex superconducting processors by co-designing the code embedding and control: a depth-minimizing SWAP-based ""fold-unfold"" embedding that uses bridge ancillas, together with robust, gap-aware dynamical decoupling (DD). On Heron-generation devices we perform anisotropic scaling from a uniform distance 3 code to anisotropic distance (dx,dz) = (3,5) and (5,3) codes. We find that increasing dz (dx) improves the protection of Z-basis (X-basis) logical states across multiple quantum error correction cycles. Even if global subthreshold code scaling for arbitrary logical initial states is not yet achieved, we argue that it is within reach with minor hardware improvements. We show that DD plays a major role: it suppresses coherent ZZ crosstalk and non-Markovian dephasing that accumulate during idle gaps on heavy-hex layouts, and it eliminates spurious subthreshold claims that arise when scaled codes without DD are compared against smaller codes with DD. To quantify performance, we derive an entanglement fidelity metric that is computed directly from X- and Z-basis logical-error data and provides per-cycle, SPAM-aware bounds. The entanglement fidelity metric reveals that widely used single-parameter fits used to compute suppression factors can mischaracterize or obscure code performance when their assumptions are violated; we identify the strong assumptions of stationarity, unitality, and negligible logical SPAM required for those fits to be valid and show that they do not hold for our data. Our results establish a concrete path to robust tests of subthreshold surface-code scaling under biased, non-Markovian noise by integrating QEC with optimized DD on non-native architectures.",https://arxiv.org/abs/2510.18847,
Radiopurity material assays and radiation exposure projections for superconducting qubit measurements at SNOLAB,"Y. Ahmed, B. Binoy, R. Bunker, D. Chauhan, P. Delsing, R. Germond, J. Hall, Z. Hong, A. Iqbal, V. Iyer, A. Klepikova, A. Kubik, S. P. Mantry, A. C. Masuskapoe, C. C. Monk, G. Peng, P. Qin, W. Rau, T. Reynolds, M. Stukel, C. M. Wilson, B. Zatschler, S. Zatschler, A. Zuniga","Interactions of cosmic rays and other forms of ionizing radiation pose a significant challenge to the reliable operation of state-of-the-art quantum devices and error correction in quantum computing based on superconducting circuits which are typically fabricated on semiconductor substrates. Shielded by 2 km of rock overburden, the Cryogenic Underground TEst facility (CUTE) at SNOLAB provides a unique ultra-low radiation environment to probe the performance of quantum technologies with a particular interest in quantum coherence studies. In this article, we present the findings of an extensive material assaying program in preparation for the first underground operation of superconducting qubits at SNOLAB. The radioactivity levels identified by the material assays enter a thorough Monte Carlo study based on the Geant4 particle physics tracking code. From these simulations, we estimate the rates of energy deposits from radiogenic sources expected for a quantum-device assembly operated in the CUTE facility. We further characterize the spectral components of the projected background and identify the dominant particle interaction types. Finally, we outline how crystal dynamics simulations using the G4CMP solid-state physics extension for Geant4 can inform the community-wide efforts to identify effective strategies to mitigate the effects of high-energy particle impacts.",https://arxiv.org/abs/2607.16151,
Quantum XYZ Stabilizer Codes,"Alessio Baldelli, Davide Orsucci, Francisco Lázaro, Massimo Battaglioni","Stabilizer codes are often constructed within the Calderbank--Shor--Steane (CSS) framework, where two mutually orthogonal binary classical codes define $X$ and $Z$-type stabilizer generators. While this structure is algebraically convenient, additional non-CSS constraints may help suppress low-weight logical operators and improve decoding performance in the finite-length regime. We thus introduce quantum XYZ stabilizer codes, whose parity-check matrix (PCM) is built from three pairwise orthogonal binary PCMs associated with $X$-, $Y$-, and $Z$-type stabilizer generators. A nontrivial point is that an XYZ code instance is not automatically genuinely non-CSS: the same stabilizer group may admit a CSS generating set. We characterize this collapse, obtaining algebraic and rank conditions for deciding when the $Y$-type checks are redundant and when they define genuinely non-CSS stabilizer constraints. We also derive upper and lower bounds on the quantum minimum distance, including bounds for mixed Pauli logical operators. The novel framework includes a known non-CSS topological code, namely the XYZ$^2$ hexagonal code, and yields also sparse finite-length quantum low-density parity-check (qLDPC) constructions from intersecting-subset and quasi-dyadic code families. Simulations under depolarizing code-capacity noise and quaternary belief propagation decoding show that the proposed XYZ qLDPC instances can outperform representative CSS qLDPC instances with similar finite-length parameters.",https://arxiv.org/abs/2607.14988,
High-Q superconducting microwave resonators using MBE titanium nitride,"Anand Ithepalli, Haoran Lu, Eegene Clara Chung, Xiangqin Wang, Amit Rohan Rajapurohita, Keun-Yeol Park, Celesta S. Chang, Peter McMahon, Huili Grace Xing, David Muller, Valla Fatemi, Debdeep Jena","Using molecular beam epitaxy, we have realized thin films of titanium nitride (TiN) on c-plane sapphire that exhibit the lowest observed full-width at half maximum X-ray rocking curve width of 18 arcsec. Though the (111) oriented TiN exhibits an abrupt and crystalline interface with sapphire, for the first time we observe sub-surface defects in the sapphire substrate, which nucleate structural defects in the epitaxial TiN layer. Using quarter-wavelength coplanar waveguide (CPW) resonators in a 3 \textmu m/6 \textmu m/3 \textmu m gap/strip/gap lines in a hanger geometry, we find the internal quality factor of the TiN resonators to be $>10^{6}$ in the single-photon $\langle n \rangle \sim 1$ limit at 5.8 GHz and 10 mK, rising to $>20 \times 10^{6}$ at $\langle n \rangle \sim 10^{6}$. The results are of high interest for applications of superconducting TiN in several areas, and provide a path towards epitaxial Josephson junctions with crystalline barriers in the future for high coherence qubits.",https://arxiv.org/abs/2607.15230,
Oval-shaped resonance distortion as a signature of quasiparticle heating effect in a niobium superconducting resonator,"Zhenyuan Sun, Genting Dai, Xiao Geng, Liangliang Yang, Mingjun Cheng, Qing Yu, Jinlin Chang, Yi Yang, Linpan Jiang, Jianshe Liu, Wei Chen","We investigate the nonlinear behavior of a superconducting microwave resonator subjected to a dissipative mechanism where the associated quality factor (Q factor) decreases with increasing dissipated power, leading to a dissipative feedback effect. By modifying the Rothwarf-Taylor equations, we establish a macroscopic quasiparticle heating (QPH) model that directly links the quality factor to the microwave readout power. The key finding is the identification of a distinctive oval-shaped distortion in the resonance circle in the complex plane. This distortion serves as a practical experimental signature for identifying the readout power regime in which QPH dominates the loss, under conditions where other nonlinear mechanisms are sufficiently weak. To validate the model, we design and fabricate a niobium (Nb) half-wavelength coplanar waveguide (CPW) resonator and conduct systematic bath temperature and readout power sweeps. The model provides a well fit to the observed oval-shaped resonance circle distortion across a wide range of operating conditions, confirming the QPH mechanism as the primary source of the dissipative non-linearity in the parameter space investigated.",https://arxiv.org/abs/2607.17791,
Heralded Leakage Detection with Preserved Computational-State Coherence in a Fixed-Frequency Transmon,"Takeaki Miyamura, Zhiling Wang, Peter A. Spring, Hiroto Mukai, Kohei Matsuura, Jesper Ilves, Yoshiki Sunada, Yasunobu Nakamura","Leakage out of the computational subspace is a major error mechanism in superconducting quantum processors. Detecting leakage without disturbing the encoded quantum information can provide a heralded error signal that error-correction decoders exploit. However, standard dispersive readout collapses all qubit eigenstates indiscriminately. Here, we demonstrate heralded leakage detection on a fixed-frequency transmon by applying a Rabi drive on the computational transition during dispersive readout. The drive makes the computational states indistinguishable to the probe on the resonator while leaving the second and higher excited states distinguishable from the computational states. We achieve a leakage-detection fidelity of 97.1(3)% within the 80-ns detection window, with a false-flag rate of 2.3(3)% from the computational subspace. Conditioned on the no-leakage outcome, the post-detection state retains an average fidelity of 92.9(5)% across the six cardinal states for an equal mixture of computational and leakage population. The scheme requires no circuit elements beyond those used for standard dispersive readout, making it applicable to various types of superconducting qubits without hardware modification.",https://arxiv.org/abs/2607.17204,
